Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",8,Weight in kilograms,46463,,,,46463,,60841,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,860,Uzbekistan,UZB,,,,,,,,0713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",8,Weight in kilograms,40000,,,,40000,,59100,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,1715,,,,1715,,4021,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,1600,,,,1600,,2720,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,410,Rep. of Korea,KOR,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,115,,,,115,,1301,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,75,,,,75,,1480,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,75,,,,75,,1480,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,39,,,,39,,807,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,5,,,,5,,69,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,0714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",8,Weight in kilograms,34,,,,34,,738,,,0
